13.1343000,-44.9002000
-32.1225000,-32.1991000
0.0091346,6.3040200
49.2374000,23.3848000
-11.4862000,-22.9403000
-53.3360000,-10.5186000
-49.8038000,20.2207000
14.8669000,37.2104000
5.3207600,20.7822000
13.1050000,-44.9530000
40.8981000,-27.9036000
-23.2644000,45.1194000
35.0752000,20.7993000
27.8121000,9.7369400
50.7030000,-14.9210000
24.1432000,-8.5733300
32.0220000,38.5511000
-26.2048000,32.2653000
14.8967000,37.1899000
-15.8748000,9.7288400
-40.3836000,32.8865000
-19.6140000,-34.5682000
-19.0433000,-4.9376900
-2.9975100,52.2074000
26.9808000,-39.6742000
26.0504000,47.2569000
-8.1501800,-7.8638200
6.2070400,-8.7379700
15.0484000,-15.6692000
6.6229100,52.9858000
35.4649000,-8.4511300
54.1679000,11.1426000
24.4162000,-28.0719000
-20.8089000,23.5029000
15.1000000,12.2908000
6.2491500,-24.9503000
-37.4900000,-0.9265730
-2.6108300,36.6575000
-47.8432000,5.3900600
-49.7880000,20.1567000
