481.6733	22.0562
447.2039	22.9922
412.9955	25.8366
379.3087	30.5677
346.3997	37.1497
314.6667	43.3333
282.6667	49.6667
251.6667	60.6667
226.0000	71.6667
195.0000	84.3333
171.0000	98.6667
151.6667	115.3333
132.0000	135.6667
117.3333	161.0000
111.3333	183.6667
105.3333	209.6667
101.3333	227.3333
100.6667	249.3333
99.6667	273.3333
99.6667	292.6667
102.6667	316.0000
107.3333	336.0000
115.6667	356.6667
126.0000	377.6667
138.9340	399.3804
155.3333	420.3333
173.6667	439.0000
193.3333	454.3333
223.0000	470.3333
253.0000	481.3333
281.0000	493.0000
314.2305	501.7564
348.3333	508.3333
379.3333	510.3333
412.0000	515.6666
445.3333	517.3333
477.0000	516.6666
514.6667	517.0000
549.6667	519.6666
584.3333	518.3333
618.0000	513.3333
648.3334	504.0000
680.3334	494.0000
708.3334	484.3333
736.3334	471.6667
764.0000	457.3333
785.3334	440.6667
805.3860	418.3204
822.6667	399.3333
837.3334	380.3333
850.6667	360.0000
859.6667	337.6667
867.0000	317.0000
872.3334	297.0000
877.0000	274.0000
875.5089	252.0625
871.0193	230.2900
865.6667	209.0000
857.3334	187.6667
844.3334	166.3333
829.3334	144.6667
812.3334	124.6667
791.6667	103.6667
770.6667	85.3333
746.3334	67.3333
718.0000	53.0000
689.3334	44.0000
654.6667	37.3333
618.6667	30.3333
584.6667	26.6667
550.0000	24.0000
515.6667	21.6667
