629.6	87.3
630.41	147.29
631.27	204.41
630.73	215.82
631.11	65.333
631.93	172.6
632.58	355.74
631.2	396.15
632.4	415.25
635.74	441.44
635.2	373
636.5	138.5
638.3	381.75
637.29	428.86
639.8	183.13
641.15	404.67
640.5	359.5
642.17	195.17
643.91	64.636
644	151.5
643.6	348.8
645	133.5
646	73.286
646.64	141.55
646.5	224.5
647.77	393.5
647.17	210.17
647	432.5
648.59	340.18
648.89	92.33
651.81	121.23
652.23	161.36
651.71	197
653.11	404.58
653.5	42.5
652.5	353
656.41	416.26
657.84	102.26
657.67	342.5
660.33	198.56
661.65	85.7
661.43	427.86
662.22	220.89
663.29	378.16
662.71	210.14
665.35	144.87
665.73	112.07
664.5	123
666.5	367.58
667	251.5
668.79	234.03
667.5	331.5
672.48	214.3
671	164.5
672.93	182.89
674	245
677.33	309.15
678.68	349.57
678.79	263.05
679.17	328.28
681.42	237.33
683.03	162.34
681	192
682.65	225.91
683.15	279.92
688.9	265.17
687.4	294.2
689.88	206.65
691	274
691.88	347.41
691	217.5
694.62	301.66
693.47	334.63
692.75	387.38
694.53	167.53
695.87	288.53
696.17	364.72
697.46	378.73
697.5	258
700.29	213.71
700.85	147.7
701	229.5
700.53	268.67
701.69	200.46
702.84	250.16
704.44	327.02
705.22	290.39
705.71	368.5
707.96	355.2
706.11	385.33
706.8	301.5
709.36	185
711.67	194.52
710.94	267.38
711.39	257.28
710.92	375.58
713.68	318.04
715.62	226
715.38	341.62
714	359
717.92	245.25
718.42	290.75
719.81	205.62
719.3	327.3
723.09	362.44
722.57	187.65
723	166.69
725.29	258.64
727.1	197.9
726.64	250.64
727.67	219.11
726.33	349.17
728.56	326.44
732.2	170.85
731.86	300.43
733.62	209.5
740.69	283.19
740.8	244.7
742.48	216.35
742.25	228.42
743	205
749.5	289.5
759.67	239.33
